dataset_name,fold,classifier,exp_type,explainer,acc_m1,acc_m2
diabetes,0,neural_network,Weights,"('dice', 'base')",0.7265625,"[0.6875, 0.71484375, 0.703125, 0.71875, 0.6953125, 0.71484375, 0.69921875, 0.703125, 0.7109375, 0.71484375]"
diabetes,1,neural_network,Weights,"('rbr', 'e2e')",0.72265625,"[0.68359375, 0.6640625, 0.6640625, 0.66015625, 0.671875, 0.66796875, 0.66796875, 0.66796875, 0.65625, 0.70703125]"
diabetes,1,neural_network,Weights,"('dice', 'base')",0.69140625,"[0.6796875, 0.6640625, 0.68359375, 0.68359375, 0.6796875, 0.65234375, 0.67578125, 0.6796875, 0.6796875, 0.6640625]"
diabetes,2,neural_network,Weights,"('rbr', 'e2e')",0.671875,"[0.6640625, 0.64453125, 0.640625, 0.6796875, 0.6875, 0.6875, 0.63671875, 0.6875, 0.66015625, 0.69140625]"
diabetes,2,neural_network,Weights,"('dice', 'base')",0.7578125,"[0.78125, 0.76953125, 0.77734375, 0.76953125, 0.77734375, 0.7734375, 0.7734375, 0.7734375, 0.765625, 0.78515625]"
diabetes,0,neural_network,Bootstrap,"('rbr', 'e2e')",0.73828125,"[0.73828125, 0.73828125, 0.73046875, 0.75, 0.75390625, 0.76953125, 0.73828125, 0.75, 0.7578125, 0.76171875]"
diabetes,0,neural_network,Bootstrap,"('dice', 'base')",0.75390625,"[0.75390625, 0.75, 0.73828125, 0.76171875, 0.73828125, 0.76953125, 0.75, 0.73828125, 0.7578125, 0.73046875]"
diabetes,2,neural_network,Architecture,"('roar', 'e2e')",0.6796875,"[0.75, 0.6796875, 0.703125, 0.65625, 0.66796875, 0.75390625, 0.62890625, 0.75390625, 0.63671875, 0.640625]"
diabetes,2,neural_network,Architecture,"('face', 'base')",0.75390625,"[0.6796875, 0.75390625, 0.75390625, 0.65625, 0.703125, 0.62890625, 0.640625, 0.63671875, 0.75, 0.66796875]"
diabetes,1,neural_network,Bootstrap,"('rbr', 'e2e')",0.7578125,"[0.7421875, 0.80078125, 0.73828125, 0.80078125, 0.734375, 0.74609375, 0.7578125, 0.765625, 0.734375, 0.71875]"
diabetes,0,neural_network,Architecture,"('rbr', 'e2e')",0.6796875,"[0.703125, 0.6875, 0.67578125, 0.6875, 0.703125, 0.6796875, 0.68359375, 0.71484375, 0.703125, 0.70703125]"
diabetes,1,neural_network,Bootstrap,"('dice', 'base')",0.73828125,"[0.7421875, 0.7578125, 0.74609375, 0.734375, 0.734375, 0.765625, 0.80078125, 0.73828125, 0.80078125, 0.71875]"
diabetes,0,neural_network,Architecture,"('dice', 'base')",0.703125,"[0.703125, 0.68359375, 0.6796875, 0.703125, 0.67578125, 0.71484375, 0.6875, 0.703125, 0.70703125, 0.6875]"
diabetes,2,neural_network,Bootstrap,"('rbr', 'e2e')",0.6953125,"[0.74609375, 0.73046875, 0.76171875, 0.6953125, 0.71875, 0.734375, 0.75390625, 0.72265625, 0.75, 0.75]"
diabetes,1,neural_network,Architecture,"('rbr', 'e2e')",0.6796875,"[0.68359375, 0.73828125, 0.69921875, 0.7265625, 0.65234375, 0.765625, 0.76171875, 0.71484375, 0.6796875, 0.65234375]"
diabetes,2,neural_network,Bootstrap,"('dice', 'base')",0.75,"[0.72265625, 0.75390625, 0.734375, 0.76171875, 0.71875, 0.73046875, 0.75, 0.74609375, 0.75, 0.6953125]"
diabetes,1,neural_network,Architecture,"('dice', 'base')",0.765625,"[0.73828125, 0.71484375, 0.7265625, 0.765625, 0.65234375, 0.6796875, 0.68359375, 0.65234375, 0.76171875, 0.69921875]"
diabetes,0,neural_network,Weights,"('rbr', 'e2e')",0.71484375,"[0.703125, 0.72265625, 0.69921875, 0.70703125, 0.7265625, 0.7265625, 0.73828125, 0.73046875, 0.7265625, 0.70703125]"
diabetes,0,neural_network,Weights,"('face', 'base')",0.765625,"[0.75, 0.75390625, 0.73828125, 0.74609375, 0.7578125, 0.73046875, 0.75, 0.7421875, 0.71875, 0.73046875]"
diabetes,1,neural_network,Weights,"('rbr', 'e2e')",0.76953125,"[0.72265625, 0.7421875, 0.7421875, 0.73046875, 0.7421875, 0.73828125, 0.7421875, 0.75, 0.75, 0.70703125]"
diabetes,1,neural_network,Weights,"('face', 'base')",0.70703125,"[0.6796875, 0.671875, 0.6796875, 0.69140625, 0.671875, 0.6640625, 0.671875, 0.67578125, 0.68359375, 0.671875]"
diabetes,2,neural_network,Weights,"('rbr', 'e2e')",0.65625,"[0.64453125, 0.640625, 0.64453125, 0.66796875, 0.671875, 0.63671875, 0.6484375, 0.671875, 0.66796875, 0.6484375]"
diabetes,2,neural_network,Weights,"('face', 'base')",0.671875,"[0.66015625, 0.65234375, 0.6484375, 0.6953125, 0.6796875, 0.65234375, 0.65625, 0.66015625, 0.6796875, 0.6640625]"
diabetes,0,neural_network,Bootstrap,"('rbr', 'e2e')",0.73046875,"[0.7578125, 0.73828125, 0.76953125, 0.73046875, 0.75, 0.76171875, 0.73828125, 0.75, 0.75390625, 0.73828125]"
diabetes,2,neural_network,Architecture,"('rbr', 'e2e')",0.6796875,"[0.75390625, 0.6796875, 0.703125, 0.75390625, 0.63671875, 0.62890625, 0.75, 0.640625, 0.65625, 0.66796875]"
diabetes,0,neural_network,Bootstrap,"('face', 'base')",0.73046875,"[0.73828125, 0.75390625, 0.76171875, 0.75, 0.76953125, 0.7578125, 0.73828125, 0.73828125, 0.75, 0.73046875]"
diabetes,1,neural_network,Bootstrap,"('rbr', 'e2e')",0.7421875,"[0.73828125, 0.71875, 0.74609375, 0.765625, 0.80078125, 0.80078125, 0.734375, 0.7578125, 0.7421875, 0.734375]"
diabetes,2,neural_network,Architecture,"('dice', 'base')",0.6796875,"[0.75390625, 0.62890625, 0.65625, 0.66796875, 0.640625, 0.75, 0.63671875, 0.6796875, 0.703125, 0.75390625]"
diabetes,1,neural_network,Bootstrap,"('face', 'base')",0.74609375,"[0.71875, 0.73828125, 0.734375, 0.734375, 0.765625, 0.80078125, 0.80078125, 0.7421875, 0.7578125, 0.74609375]"
diabetes,2,neural_network,Bootstrap,"('rbr', 'e2e')",0.71875,"[0.75, 0.75, 0.72265625, 0.734375, 0.74609375, 0.76171875, 0.75390625, 0.73046875, 0.6953125, 0.71875]"
diabetes,0,neural_network,Architecture,"('rbr', 'e2e')",0.6875,"[0.703125, 0.6796875, 0.703125, 0.70703125, 0.68359375, 0.703125, 0.71484375, 0.6875, 0.6875, 0.67578125]"
diabetes,2,neural_network,Bootstrap,"('face', 'base')",0.73046875,"[0.734375, 0.71875, 0.73046875, 0.75390625, 0.72265625, 0.6953125, 0.75, 0.74609375, 0.75, 0.76171875]"
diabetes,0,neural_network,Architecture,"('face', 'base')",0.703125,"[0.6796875, 0.6875, 0.6875, 0.71484375, 0.70703125, 0.67578125, 0.703125, 0.68359375, 0.703125, 0.703125]"
diabetes,0,neural_network,Weights,"('roar', 'e2e')",0.69140625,"[0.67578125, 0.71875, 0.703125, 0.71875, 0.70703125, 0.7109375, 0.70703125, 0.71484375, 0.734375, 0.7265625]"
diabetes,0,neural_network,Weights,"('dice', 'base')",0.67578125,"[0.7109375, 0.69140625, 0.6953125, 0.70703125, 0.6953125, 0.70703125, 0.703125, 0.70703125, 0.6875, 0.66796875]"
diabetes,1,neural_network,Weights,"('roar', 'e2e')",0.76953125,"[0.74609375, 0.75, 0.734375, 0.703125, 0.71875, 0.7109375, 0.7265625, 0.75390625, 0.7578125, 0.74609375]"
diabetes,1,neural_network,Weights,"('dice', 'base')",0.68359375,"[0.67578125, 0.65234375, 0.67578125, 0.65234375, 0.671875, 0.67578125, 0.6640625, 0.65625, 0.671875, 0.671875]"
diabetes,1,neural_network,Architecture,"('rbr', 'e2e')",0.7265625,"[0.765625, 0.65234375, 0.68359375, 0.6796875, 0.71484375, 0.65234375, 0.69921875, 0.73828125, 0.7265625, 0.76171875]"
diabetes,2,neural_network,Weights,"('roar', 'e2e')",0.7578125,"[0.74609375, 0.77734375, 0.765625, 0.796875, 0.76953125, 0.75, 0.7734375, 0.77734375, 0.765625, 0.78515625]"
diabetes,2,neural_network,Weights,"('dice', 'base')",0.66796875,"[0.65625, 0.67578125, 0.6484375, 0.6796875, 0.69140625, 0.65625, 0.67578125, 0.640625, 0.66015625, 0.68359375]"
diabetes,0,neural_network,Bootstrap,"('roar', 'e2e')",0.76171875,"[0.73828125, 0.75, 0.73828125, 0.73046875, 0.76171875, 0.7578125, 0.75390625, 0.76953125, 0.75, 0.73828125]"
diabetes,0,neural_network,Bootstrap,"('dice', 'base')",0.75390625,"[0.75390625, 0.73046875, 0.76953125, 0.73828125, 0.7578125, 0.73828125, 0.75, 0.73828125, 0.76171875, 0.75]"
diabetes,1,neural_network,Architecture,"('face', 'base')",0.71484375,"[0.71484375, 0.7265625, 0.69921875, 0.765625, 0.6796875, 0.65234375, 0.65234375, 0.68359375, 0.73828125, 0.76171875]"
diabetes,1,neural_network,Bootstrap,"('roar', 'e2e')",0.7578125,"[0.73828125, 0.734375, 0.80078125, 0.7578125, 0.734375, 0.74609375, 0.765625, 0.80078125, 0.7421875, 0.71875]"
diabetes,1,neural_network,Bootstrap,"('dice', 'base')",0.80078125,"[0.80078125, 0.73828125, 0.7421875, 0.74609375, 0.734375, 0.7578125, 0.71875, 0.80078125, 0.765625, 0.734375]"
diabetes,2,neural_network,Bootstrap,"('roar', 'e2e')",0.73046875,"[0.72265625, 0.76171875, 0.6953125, 0.75390625, 0.74609375, 0.73046875, 0.71875, 0.75, 0.75, 0.734375]"
diabetes,2,neural_network,Bootstrap,"('dice', 'base')",0.74609375,"[0.74609375, 0.75390625, 0.75, 0.73046875, 0.6953125, 0.71875, 0.72265625, 0.734375, 0.75, 0.76171875]"
diabetes,0,neural_network,Architecture,"('roar', 'e2e')",0.6796875,"[0.6796875, 0.6875, 0.67578125, 0.703125, 0.6875, 0.71484375, 0.703125, 0.70703125, 0.68359375, 0.703125]"
diabetes,0,neural_network,Architecture,"('dice', 'base')",0.6796875,"[0.703125, 0.68359375, 0.71484375, 0.6796875, 0.6875, 0.703125, 0.6875, 0.703125, 0.67578125, 0.70703125]"
diabetes,1,neural_network,Architecture,"('roar', 'e2e')",0.65234375,"[0.73828125, 0.71484375, 0.69921875, 0.765625, 0.76171875, 0.65234375, 0.68359375, 0.7265625, 0.6796875, 0.65234375]"
diabetes,1,neural_network,Architecture,"('dice', 'base')",0.73828125,"[0.765625, 0.65234375, 0.73828125, 0.69921875, 0.7265625, 0.68359375, 0.6796875, 0.65234375, 0.71484375, 0.76171875]"
diabetes,2,neural_network,Architecture,"('roar', 'e2e')",0.6796875,"[0.65625, 0.63671875, 0.640625, 0.703125, 0.6796875, 0.62890625, 0.66796875, 0.75390625, 0.75390625, 0.75]"
diabetes,2,neural_network,Architecture,"('dice', 'base')",0.75390625,"[0.62890625, 0.75390625, 0.703125, 0.75, 0.75390625, 0.63671875, 0.6796875, 0.65625, 0.66796875, 0.640625]"
diabetes,0,neural_network,Weights,"('roar', 'e2e')",0.765625,"[0.7578125, 0.71875, 0.7578125, 0.75, 0.7421875, 0.72265625, 0.7734375, 0.7578125, 0.73828125, 0.7578125]"
diabetes,0,neural_network,Weights,"('face', 'base')",0.67578125,"[0.7109375, 0.69140625, 0.6953125, 0.70703125, 0.6953125, 0.70703125, 0.703125, 0.70703125, 0.6875, 0.66796875]"
diabetes,1,neural_network,Weights,"('roar', 'e2e')",0.76953125,"[0.74609375, 0.75, 0.734375, 0.703125, 0.71875, 0.7109375, 0.7265625, 0.75390625, 0.7578125, 0.74609375]"
diabetes,1,neural_network,Weights,"('face', 'base')",0.76953125,"[0.71875, 0.70703125, 0.7421875, 0.7421875, 0.71875, 0.734375, 0.73828125, 0.73828125, 0.7578125, 0.7265625]"
diabetes,2,neural_network,Weights,"('roar', 'e2e')",0.6640625,"[0.65625, 0.671875, 0.671875, 0.65625, 0.64453125, 0.6484375, 0.6875, 0.671875, 0.65234375, 0.671875]"
diabetes,2,neural_network,Weights,"('face', 'base')",0.6640625,"[0.65625, 0.67578125, 0.67578125, 0.65625, 0.671875, 0.671875, 0.65625, 0.64453125, 0.6484375, 0.6875]"
diabetes,0,neural_network,Bootstrap,"('roar', 'e2e')",0.75390625,"[0.75, 0.73046875, 0.73828125, 0.76171875, 0.75390625, 0.7578125, 0.76953125, 0.73828125, 0.75, 0.73828125]"
diabetes,0,neural_network,Bootstrap,"('face', 'base')",0.73828125,"[0.76953125, 0.73828125, 0.73828125, 0.7578125, 0.75, 0.73046875, 0.75, 0.76171875, 0.73828125, 0.75390625]"
diabetes,1,neural_network,Bootstrap,"('roar', 'e2e')",0.80078125,"[0.80078125, 0.7578125, 0.734375, 0.80078125, 0.7421875, 0.765625, 0.73828125, 0.74609375, 0.734375, 0.71875]"
diabetes,1,neural_network,Bootstrap,"('face', 'base')",0.80078125,"[0.74609375, 0.734375, 0.73828125, 0.71875, 0.7421875, 0.7578125, 0.765625, 0.80078125, 0.80078125, 0.734375]"
diabetes,2,neural_network,Bootstrap,"('roar', 'e2e')",0.76171875,"[0.734375, 0.74609375, 0.76171875, 0.6953125, 0.71875, 0.75, 0.73046875, 0.75, 0.75390625, 0.72265625]"
diabetes,2,neural_network,Bootstrap,"('face', 'base')",0.72265625,"[0.71875, 0.74609375, 0.75, 0.72265625, 0.73046875, 0.75390625, 0.75, 0.734375, 0.76171875, 0.6953125]"
diabetes,0,neural_network,Architecture,"('roar', 'e2e')",0.67578125,"[0.703125, 0.6875, 0.6796875, 0.67578125, 0.70703125, 0.703125, 0.68359375, 0.71484375, 0.703125, 0.6875]"
diabetes,0,neural_network,Architecture,"('face', 'base')",0.6875,"[0.70703125, 0.703125, 0.71484375, 0.6796875, 0.67578125, 0.703125, 0.703125, 0.68359375, 0.6875, 0.6875]"
diabetes,1,neural_network,Architecture,"('roar', 'e2e')",0.65234375,"[0.65234375, 0.68359375, 0.71484375, 0.65234375, 0.6796875, 0.7265625, 0.73828125, 0.765625, 0.69921875, 0.76171875]"
diabetes,1,neural_network,Architecture,"('face', 'base')",0.73828125,"[0.71484375, 0.765625, 0.68359375, 0.76171875, 0.65234375, 0.73828125, 0.6796875, 0.69921875, 0.65234375, 0.7265625]"
diabetes,2,neural_network,Architecture,"('roar', 'e2e')",0.640625,"[0.75, 0.6796875, 0.66796875, 0.62890625, 0.703125, 0.65625, 0.63671875, 0.75390625, 0.75390625, 0.640625]"
diabetes,2,neural_network,Architecture,"('face', 'base')",0.63671875,"[0.66796875, 0.62890625, 0.640625, 0.75390625, 0.65625, 0.63671875, 0.75390625, 0.703125, 0.75, 0.6796875]"
diabetes,0,neural_network,Weights,"('rbr', 'e2e')",0.6953125,"[0.67578125, 0.6796875, 0.6875, 0.6875, 0.6875, 0.671875, 0.66015625, 0.66796875, 0.68359375, 0.6640625]"
diabetes,0,neural_network,Weights,"('dice', 'base')",0.71484375,"[0.70703125, 0.70703125, 0.69921875, 0.72265625, 0.703125, 0.70703125, 0.734375, 0.70703125, 0.73046875, 0.72265625]"
diabetes,1,neural_network,Weights,"('rbr', 'e2e')",0.7265625,"[0.703125, 0.6796875, 0.6796875, 0.6875, 0.70703125, 0.69921875, 0.68359375, 0.66796875, 0.6953125, 0.71875]"
diabetes,2,neural_network,Architecture,"('rbr', 'e2e')",0.703125,"[0.65625, 0.6796875, 0.703125, 0.66796875, 0.63671875, 0.75390625, 0.62890625, 0.75390625, 0.640625, 0.75]"
diabetes,1,neural_network,Weights,"('dice', 'base')",0.71484375,"[0.66796875, 0.67578125, 0.69140625, 0.703125, 0.65625, 0.6796875, 0.69140625, 0.65625, 0.66015625, 0.671875]"
diabetes,2,neural_network,Weights,"('rbr', 'e2e')",0.66796875,"[0.66015625, 0.66015625, 0.66015625, 0.65625, 0.66015625, 0.640625, 0.68359375, 0.63671875, 0.69140625, 0.65625]"
diabetes,2,neural_network,Architecture,"('face', 'base')",0.75390625,"[0.62890625, 0.66796875, 0.65625, 0.75390625, 0.63671875, 0.703125, 0.75390625, 0.75, 0.6796875, 0.640625]"
diabetes,2,neural_network,Weights,"('dice', 'base')",0.66796875,"[0.67578125, 0.66015625, 0.6796875, 0.65625, 0.66015625, 0.66015625, 0.6796875, 0.65625, 0.6796875, 0.65625]"
diabetes,0,neural_network,Bootstrap,"('rbr', 'e2e')",0.73828125,"[0.76171875, 0.76953125, 0.7578125, 0.73046875, 0.73828125, 0.75, 0.73828125, 0.75, 0.75390625, 0.73828125]"
diabetes,0,neural_network,Architecture,"('rbr', 'e2e')",0.703125,"[0.6796875, 0.703125, 0.67578125, 0.6875, 0.703125, 0.703125, 0.70703125, 0.6875, 0.68359375, 0.71484375]"
diabetes,0,neural_network,Bootstrap,"('dice', 'base')",0.73828125,"[0.75390625, 0.73046875, 0.7578125, 0.76171875, 0.75, 0.75, 0.73828125, 0.73828125, 0.73828125, 0.76953125]"
diabetes,0,neural_network,Architecture,"('dice', 'base')",0.67578125,"[0.6796875, 0.70703125, 0.703125, 0.6875, 0.6875, 0.703125, 0.68359375, 0.703125, 0.71484375, 0.67578125]"
diabetes,1,neural_network,Bootstrap,"('rbr', 'e2e')",0.80078125,"[0.80078125, 0.734375, 0.765625, 0.71875, 0.7421875, 0.7578125, 0.74609375, 0.73828125, 0.80078125, 0.734375]"
diabetes,1,neural_network,Architecture,"('rbr', 'e2e')",0.765625,"[0.73828125, 0.7265625, 0.65234375, 0.76171875, 0.65234375, 0.71484375, 0.68359375, 0.6796875, 0.69921875, 0.765625]"
diabetes,1,neural_network,Bootstrap,"('dice', 'base')",0.80078125,"[0.80078125, 0.74609375, 0.80078125, 0.734375, 0.73828125, 0.7421875, 0.734375, 0.71875, 0.7578125, 0.765625]"
diabetes,2,neural_network,Bootstrap,"('rbr', 'e2e')",0.71875,"[0.72265625, 0.75, 0.75390625, 0.71875, 0.76171875, 0.73046875, 0.734375, 0.6953125, 0.75, 0.74609375]"
diabetes,1,neural_network,Architecture,"('dice', 'base')",0.76171875,"[0.6796875, 0.68359375, 0.73828125, 0.765625, 0.76171875, 0.71484375, 0.65234375, 0.69921875, 0.7265625, 0.65234375]"
diabetes,2,neural_network,Architecture,"('rbr', 'e2e')",0.66796875,"[0.640625, 0.703125, 0.75390625, 0.75, 0.65625, 0.62890625, 0.66796875, 0.63671875, 0.75390625, 0.6796875]"
diabetes,2,neural_network,Bootstrap,"('dice', 'base')",0.71875,"[0.76171875, 0.734375, 0.72265625, 0.75, 0.75390625, 0.75, 0.73046875, 0.6953125, 0.74609375, 0.71875]"
diabetes,2,neural_network,Architecture,"('dice', 'base')",0.6796875,"[0.703125, 0.75, 0.66796875, 0.62890625, 0.640625, 0.75390625, 0.75390625, 0.65625, 0.63671875, 0.6796875]"
diabetes,0,neural_network,Weights,"('rbr', 'e2e')",0.6953125,"[0.67578125, 0.6796875, 0.6875, 0.6875, 0.6875, 0.671875, 0.66015625, 0.66796875, 0.68359375, 0.6640625]"
diabetes,0,neural_network,Bootstrap,"('rbr', 'e2e')",0.75,"[0.7578125, 0.76953125, 0.73828125, 0.73046875, 0.73828125, 0.73828125, 0.76171875, 0.75, 0.75390625, 0.75]"
diabetes,0,neural_network,Weights,"('face', 'base')",0.67578125,"[0.66796875, 0.69140625, 0.68359375, 0.7109375, 0.6875, 0.6953125, 0.703125, 0.703125, 0.68359375, 0.66796875]"
diabetes,1,neural_network,Weights,"('rbr', 'e2e')",0.76953125,"[0.7578125, 0.74609375, 0.71484375, 0.73828125, 0.69921875, 0.75, 0.71875, 0.7421875, 0.7421875, 0.7265625]"
diabetes,0,neural_network,Bootstrap,"('face', 'base')",0.73828125,"[0.76171875, 0.73828125, 0.75390625, 0.73828125, 0.73046875, 0.7578125, 0.76953125, 0.75, 0.75, 0.73828125]"
diabetes,1,neural_network,Bootstrap,"('rbr', 'e2e')",0.71875,"[0.734375, 0.80078125, 0.74609375, 0.7421875, 0.71875, 0.734375, 0.7578125, 0.80078125, 0.73828125, 0.765625]"
diabetes,1,neural_network,Weights,"('face', 'base')",0.7265625,"[0.6796875, 0.6875, 0.70703125, 0.69921875, 0.68359375, 0.66796875, 0.6953125, 0.71875, 0.68359375, 0.69921875]"
diabetes,2,neural_network,Weights,"('rbr', 'e2e')",0.671875,"[0.6640625, 0.64453125, 0.6640625, 0.66015625, 0.6484375, 0.65625, 0.6640625, 0.6640625, 0.64453125, 0.640625]"
diabetes,1,neural_network,Bootstrap,"('face', 'base')",0.734375,"[0.765625, 0.80078125, 0.734375, 0.71875, 0.7421875, 0.7578125, 0.80078125, 0.73828125, 0.734375, 0.74609375]"
diabetes,2,neural_network,Bootstrap,"('rbr', 'e2e')",0.74609375,"[0.72265625, 0.75, 0.75390625, 0.75, 0.71875, 0.734375, 0.6953125, 0.74609375, 0.73046875, 0.76171875]"
diabetes,2,neural_network,Weights,"('face', 'base')",0.6640625,"[0.6796875, 0.65625, 0.6875, 0.65234375, 0.671875, 0.671875, 0.671875, 0.671875, 0.6796875, 0.67578125]"
diabetes,0,neural_network,Architecture,"('rbr', 'e2e')",0.70703125,"[0.6875, 0.703125, 0.71484375, 0.6875, 0.70703125, 0.68359375, 0.703125, 0.703125, 0.67578125, 0.6796875]"
diabetes,2,neural_network,Bootstrap,"('face', 'base')",0.72265625,"[0.71875, 0.76171875, 0.75, 0.72265625, 0.73046875, 0.75, 0.734375, 0.6953125, 0.75390625, 0.74609375]"
diabetes,0,neural_network,Architecture,"('face', 'base')",0.703125,"[0.703125, 0.67578125, 0.6796875, 0.6875, 0.6875, 0.71484375, 0.68359375, 0.703125, 0.70703125, 0.703125]"
diabetes,1,neural_network,Architecture,"('rbr', 'e2e')",0.68359375,"[0.6796875, 0.71484375, 0.73828125, 0.7265625, 0.765625, 0.65234375, 0.76171875, 0.65234375, 0.68359375, 0.69921875]"
diabetes,1,neural_network,Architecture,"('face', 'base')",0.73828125,"[0.68359375, 0.73828125, 0.7265625, 0.6796875, 0.65234375, 0.71484375, 0.76171875, 0.65234375, 0.69921875, 0.765625]"
diabetes,2,neural_network,Architecture,"('rbr', 'e2e')",0.63671875,"[0.640625, 0.62890625, 0.6796875, 0.75, 0.63671875, 0.703125, 0.65625, 0.75390625, 0.75390625, 0.66796875]"
diabetes,2,neural_network,Architecture,"('face', 'base')",0.75390625,"[0.6796875, 0.75390625, 0.62890625, 0.63671875, 0.66796875, 0.75, 0.703125, 0.65625, 0.75390625, 0.640625]"
car_eval,0,neural_network,Bootstrap,"('roar', 'e2e')",0.9496527777777778,"[0.9409722222222222, 0.953125, 0.9392361111111112, 0.9496527777777778, 0.9409722222222222, 0.9427083333333334, 0.9670138888888888, 0.9340277777777778, 0.9375, 0.9409722222222222]"
car_eval,0,neural_network,Architecture,"('roar', 'e2e')",0.9583333333333334,"[0.9704861111111112, 0.953125, 0.9513888888888888, 0.9583333333333334, 0.9131944444444444, 0.9635416666666666, 0.9461805555555556, 0.9322916666666666, 0.9409722222222222, 0.9409722222222222]"
car_eval,0,neural_network,Weights,"('roar', 'e2e')",0.9427083333333334,"[0.8993055555555556, 0.8888888888888888, 0.8645833333333334, 0.9305555555555556, 0.9322916666666666, 0.8697916666666666, 0.8506944444444444, 0.8541666666666666, 0.8645833333333334, 0.8836805555555556]"
car_eval,0,neural_network,Bootstrap,"('dice', 'base')",0.9409722222222222,"[0.953125, 0.9409722222222222, 0.9427083333333334, 0.9670138888888888, 0.9340277777777778, 0.9409722222222222, 0.9496527777777778, 0.9392361111111112, 0.9375, 0.9409722222222222]"
car_eval,0,neural_network,Weights,"('dice', 'base')",0.9305555555555556,"[0.8975694444444444, 0.875, 0.8611111111111112, 0.9097222222222222, 0.8645833333333334, 0.8420138888888888, 0.8541666666666666, 0.8524305555555556, 0.8663194444444444, 0.9027777777777778]"
car_eval,0,neural_network,Architecture,"('dice', 'base')",0.9409722222222222,"[0.9322916666666666, 0.9583333333333334, 0.953125, 0.9513888888888888, 0.9461805555555556, 0.9131944444444444, 0.9704861111111112, 0.9409722222222222, 0.9409722222222222, 0.9635416666666666]"
car_eval,1,neural_network,Weights,"('roar', 'e2e')",0.9826388888888888,"[0.890625, 0.9201388888888888, 0.8923611111111112, 0.8993055555555556, 0.9253472222222222, 0.9322916666666666, 0.9045138888888888, 0.9236111111111112, 0.9322916666666666, 0.9131944444444444]"
car_eval,1,neural_network,Weights,"('dice', 'base')",0.9479166666666666,"[0.9010416666666666, 0.8663194444444444, 0.8680555555555556, 0.8940972222222222, 0.8645833333333334, 0.8628472222222222, 0.9114583333333334, 0.8784722222222222, 0.9184027777777778, 0.8611111111111112]"
car_eval,1,neural_network,Bootstrap,"('roar', 'e2e')",0.9288194444444444,"[0.9496527777777778, 0.9322916666666666, 0.9409722222222222, 0.9288194444444444, 0.9409722222222222, 0.9826388888888888, 0.9184027777777778, 0.9461805555555556, 0.9253472222222222, 0.9635416666666666]"
car_eval,1,neural_network,Bootstrap,"('dice', 'base')",0.9288194444444444,"[0.9826388888888888, 0.9409722222222222, 0.9322916666666666, 0.9288194444444444, 0.9253472222222222, 0.9496527777777778, 0.9461805555555556, 0.9409722222222222, 0.9184027777777778, 0.9635416666666666]"
car_eval,1,neural_network,Architecture,"('roar', 'e2e')",0.9809027777777778,"[0.96875, 0.9479166666666666, 0.9340277777777778, 0.9809027777777778, 0.9409722222222222, 0.9288194444444444, 0.9253472222222222, 0.8975694444444444, 0.9270833333333334, 0.9548611111111112]"
car_eval,1,neural_network,Architecture,"('dice', 'base')",0.9340277777777778,"[0.9253472222222222, 0.8975694444444444, 0.9809027777777778, 0.9270833333333334, 0.9479166666666666, 0.96875, 0.9548611111111112, 0.9288194444444444, 0.9340277777777778, 0.9409722222222222]"
car_eval,2,neural_network,Weights,"('roar', 'e2e')",0.9322916666666666,"[0.8402777777777778, 0.8888888888888888, 0.9166666666666666, 0.8628472222222222, 0.8767361111111112, 0.8819444444444444, 0.8975694444444444, 0.8402777777777778, 0.8472222222222222, 0.8350694444444444]"
car_eval,2,neural_network,Weights,"('dice', 'base')",0.9166666666666666,"[0.8697916666666666, 0.8333333333333334, 0.8246527777777778, 0.9027777777777778, 0.8211805555555556, 0.8663194444444444, 0.8628472222222222, 0.8298611111111112, 0.8177083333333334, 0.8177083333333334]"
car_eval,2,neural_network,Architecture,"('roar', 'e2e')",0.8871527777777778,"[0.9079861111111112, 0.90625, 0.9392361111111112, 0.9583333333333334, 0.9201388888888888, 0.9236111111111112, 0.8871527777777778, 0.9583333333333334, 0.9670138888888888, 0.9253472222222222]"
car_eval,2,neural_network,Architecture,"('dice', 'base')",0.9079861111111112,"[0.90625, 0.9201388888888888, 0.8871527777777778, 0.9670138888888888, 0.9583333333333334, 0.9583333333333334, 0.9236111111111112, 0.9079861111111112, 0.9253472222222222, 0.9392361111111112]"
car_eval,0,neural_network,Weights,"('roar', 'e2e')",0.9340277777777778,"[0.8402777777777778, 0.8420138888888888, 0.8472222222222222, 0.9045138888888888, 0.8541666666666666, 0.8524305555555556, 0.84375, 0.8385416666666666, 0.890625, 0.8871527777777778]"
car_eval,0,neural_network,Bootstrap,"('roar', 'e2e')",0.9496527777777778,"[0.9409722222222222, 0.9409722222222222, 0.9375, 0.9427083333333334, 0.9670138888888888, 0.9392361111111112, 0.9409722222222222, 0.9340277777777778, 0.953125, 0.9496527777777778]"
car_eval,0,neural_network,Weights,"('face', 'base')",0.9479166666666666,"[0.9288194444444444, 0.8559027777777778, 0.9392361111111112, 0.859375, 0.8888888888888888, 0.8645833333333334, 0.8506944444444444, 0.8645833333333334, 0.9184027777777778, 0.8732638888888888]"
